	E054	E055	E056	E061	E062	E122
ENSG00000178397	1471	2479	2247	4120	288	3947
ENSG00000178401	145	224	512	753	0	626
ENSG00000178403	0	0	0	6	0	0
ENSG00000178404	4173	8640	27895	78744	1545	2548
ENSG00000178409	2547	720	3193	3384	289	1906
ENSG00000178412	5	1	17	7	4	43
ENSG00000178425	273	1199	3856	9545	1103	2260
ENSG00000178445	9753	108	205	300	82	324
ENSG00000178449	1058	1457	4147	6300	1095	10433
ENSG00000178460	130	185	98	377	398	54
ENSG00000178462	0	0	0	20	0	2
ENSG00000178467	5432	3566	5765	1615	3184	15592
ENSG00000178473	0	0	0	0	0	0
ENSG00000178498	10735	2497	1379	14719	2214	17554
ENSG00000178502	1729	796	1408	2472	1431	1416
ENSG00000178522	33	0	0	18	0	0
ENSG00000178531	10331	937	3355	2163	2	4707
ENSG00000178537	1673	623	2869	4706	965	3134
ENSG00000178538	219	4	6	16364	136	20
ENSG00000178562	0	0	6	17	7598	0
ENSG00000178567	8116	3362	5374	11167	3895	8434
ENSG00000178568	5883	1	4	38	0	45
ENSG00000178573	3616	186	275	21188	2747	36
ENSG00000178585	14853	1583	5197	18350	1785	11316
ENSG00000178586	0	0	0	0	0	0
ENSG00000178591	0	0	0	0	0	0
ENSG00000178597	11	0	0	0	0	0
ENSG00000178602	0	0	2	0	0	0
ENSG00000178605	5763	9266	17884	11512	3849	12585
ENSG00000178607	1043	3430	2140	1988	7151	4638
ENSG00000178623	156	56	28	38	1621	62
ENSG00000178636	9	15	15	4	15	10
ENSG00000178645	3	0	0	4	0	0
ENSG00000178662	3696	71	104	2801	2	2
ENSG00000178665	1530	138	221	982	119	871
ENSG00000178685	699	1137	4358	22250	5456	10771
ENSG00000178690	0	0	0	0	0	0
ENSG00000178691	5876	4817	7330	10803	3243	6255
ENSG00000178694	743	581	914	3003	1109	1238
ENSG00000178695	5394	15398	59780	11740	8960	117641
ENSG00000178700	709	539	548	3416	178	442
ENSG00000178718	598	1645	6836	26042	60	6822
ENSG00000178719	35903	43320	106877	158306	11772	85696
ENSG00000178722	129	0	0	2	0	0
ENSG00000178726	32	2198	5502	6035	6218	17594
ENSG00000178732	8	2	3	66	246	35
ENSG00000178734	1	1	9	0	2	6
ENSG00000178741	3099	7387	24685	27069	1964	9299
ENSG00000178750	12	6	6	2	5	0
ENSG00000178752	169	859	998	448	94	176
ENSG00000178761	6829	5674	6693	16849	2603	16919
ENSG00000178764	3446	1093	1770	4827	2769	3200
ENSG00000178772	0	0	0	2	0	0
ENSG00000178773	27	2870	19329	2216	25	2150
ENSG00000178776	0	0	2	0	0	93
ENSG00000178789	0	0	0	1	3029	0
ENSG00000178795	2	0	1	1	1	6
ENSG00000178796	39	0	0	20	0	0
ENSG00000178802	3124	5166	12482	10752	1641	13169
ENSG00000178803	33	5	0	0	424	42
ENSG00000178804	0	0	0	0	1	0
ENSG00000178809	571	194	374	355	817	683
ENSG00000178821	64	186	626	158	7	305
ENSG00000178826	22	3	2	14	24	34
ENSG00000178828	0	0	0	0	0	0
ENSG00000178852	69	96	91	397	375	429
ENSG00000178860	7	465	515	86617	298	9
ENSG00000178878	780	522	975	114525	100	2647
ENSG00000178882	82	4	135	27	11	12548
ENSG00000178896	1358	1660	5361	8557	246	7118
ENSG00000178904	15011	4008	4832	34255	1512	12011
ENSG00000178913	12509	9517	7692	14508	5486	7965
ENSG00000178917	414	227	349	468	294	637
ENSG00000178919	2	2	0	0	37	0
ENSG00000178921	8375	10476	36863	17485	1213	20018
ENSG00000178922	1410	3997	9204	7062	1432	49548
ENSG00000178927	7329	8265	16686	16636	4652	24066
ENSG00000178928	0	0	0	0	2	0
ENSG00000178932	432	112	5	0	546	16
ENSG00000178934	0	0	0	0	0	4
ENSG00000178935	377	412	485	1249	837	1067
ENSG00000178950	11671	13373	33575	33807	14549	24667
ENSG00000178951	4035	14637	41073	29813	10180	5381
ENSG00000178952	14401	23471	71532	68880	5221	79765
ENSG00000178965	481	0	0	0	17	4
ENSG00000178966	1683	1885	2792	2503	175	374
ENSG00000178971	3552	3158	4490	6297	13925	13273
ENSG00000178974	3365	2351	2858	7592	3316	5034
ENSG00000178980	9800	5619	26063	40518	1776	55226
ENSG00000178982	5084	10112	36455	32219	8648	40004
ENSG00000178988	5962	3946	4846	12377	2072	6670
ENSG00000178996	3489	5314	12713	8968	3997	10253
ENSG00000178997	3	2	0	21	3	5
ENSG00000178999	1982	4268	17163	7419	87	7983
ENSG00000179002	2	0	0	4	6	0
ENSG00000179008	2	21	20	0	249	0
ENSG00000179010	22263	17058	41692	67100	6741	41409
ENSG00000179021	2610	2587	3510	5997	2467	3025
ENSG00000179023	0	0	2	0	35	0
ENSG00000179028	12	0	0	0	0	0
ENSG00000179029	967	839	3813	3787	371	4385
ENSG00000179038	41	8	0	0	310	0
ENSG00000179041	2124	3979	9286	5490	753	2718
ENSG00000179044	23	18	30	4	34	4495
ENSG00000179046	2	0	7	1	0	23
ENSG00000179051	16541	7054	34885	61192	9807	82100
ENSG00000179055	0	0	0	0	0	0
ENSG00000179057	36	8	12	29	103	18
ENSG00000179058	96	15	13	22	0	6
ENSG00000179059	0	2	0	0	0	18
ENSG00000179066	0	0	5	29	0	0
ENSG00000179071	122	222	239	508	6	0
ENSG00000179083	30	0	0	1	2	0
ENSG00000179085	756	1264	3208	5452	248	8276
ENSG00000179088	8	0	0	9	135	0
ENSG00000179091	8755	19911	52941	40283	3794	66513
ENSG00000179094	6089	15228	27074	23922	66554	7912
ENSG00000179097	0	14	273	2	12	0
ENSG00000179104	4158	461	591	19679	853	2948
ENSG00000179111	22	219	128	315	1	41
ENSG00000179115	6536	11516	33637	24662	951	17590
ENSG00000179119	2196	3170	5994	4906	5353	4437
ENSG00000179133	31	10	32	36	4	0
ENSG00000179134	19400	25367	62040	43857	5285	24909
ENSG00000179142	0	0	0	0	0	0
ENSG00000179144	0	2	4	2	1493	8415
ENSG00000179148	3	56	44	25	34	8
ENSG00000179151	6170	6575	12331	14830	1186	35581
ENSG00000179152	2593	2565	2726	8613	596	3794
ENSG00000179163	428	1059	2172	7791	842	2510
ENSG00000179165	9	3	6	10	31	2
ENSG00000179168	362	415	1476	400	68	187
ENSG00000179172	1	0	0	4	0	0
ENSG00000179178	0	2	6	0	4	41
ENSG00000179195	18292	10153	10841	25515	2308	22095
ENSG00000179213	0	0	0	0	2	0
ENSG00000179218	49806	77942	449514	281886	20162	393639
ENSG00000179222	81650	30966	191371	98766	2986	96417
ENSG00000179240	995	218	206	418	100	531
ENSG00000179241	46302	6869	12902	51989	702	10777
ENSG00000179242	22583	2064	4165	4	31	118
ENSG00000179251	0	0	0	0	0	0
ENSG00000179253	13	4	0	0	19	0
ENSG00000179256	0	4	0	229	2	150
ENSG00000179262	8698	31296	74742	65906	4920	15604
ENSG00000179270	1	1	0	7	12	0
ENSG00000179271	2545	7245	30242	13785	691	15449
ENSG00000179284	8	3	14	5	0	25
ENSG00000179292	163	28	84	65	5	9
ENSG00000179294	483	826	1997	727	43	364
ENSG00000179295	24694	25033	27595	37106	5468	24735
ENSG00000179299	268	38	2	108	77	8
ENSG00000179300	0	45	1529	0	0	17
ENSG00000179304	2888	4855	5286	3090	1747	8333
ENSG00000179314	62480	9728	9713	725	3	17376
ENSG00000179331	366	0	3	31	117	5
ENSG00000179335	2944	4771	9172	10029	5022	15641
ENSG00000179344	0	0	14	0	4459	0
ENSG00000179348	3	759	7340	2	2374	16209
ENSG00000179361	1006	1177	2250	555	4309	4503
ENSG00000179363	14	0	4	0	1	10
ENSG00000179364	27163	14480	30389	38602	6841	30212
ENSG00000179387	4296	1369	1814	7266	843	2130
ENSG00000179388	2138	143	364	7741	1832	498
ENSG00000179397	44	24	70	124	61	342
ENSG00000179399	174	2	13	8	11	356
ENSG00000179403	4993	600	1887	11516	2	1923
ENSG00000179407	4	0	0	1	52	0
ENSG00000179409	5288	4558	20950	10437	1663	12837
ENSG00000179431	27219	34801	28700	1454	0	4823
ENSG00000179454	1572	648	679	1978	1770	1143
ENSG00000179455	903	189	152	219	17	125
ENSG00000179456	6785	1480	2179	5105	4912	11873
ENSG00000179468	6	0	3	2	2	5
ENSG00000179476	269	263	452	1580	270	262
ENSG00000179477	1	5	1	2	27	2
ENSG00000179520	765	2	0	0	0	0
ENSG00000179526	4355	7025	21904	21330	2716	28879
ENSG00000179528	13	532	235	688	242	1060
ENSG00000179532	4679	2791	2529	1998	9701	4248
ENSG00000179542	95	6	16	0	160	20
ENSG00000179546	21	0	2	2	0	1054
ENSG00000179562	2179	3695	3935	7829	2896	3582
ENSG00000179564	97	338	0	3	156	6
ENSG00000179580	3	1	4	11	2	2
ENSG00000179583	456	488	36	40	11797	2
ENSG00000179588	879	1741	4770	6572	1984	440
ENSG00000179593	1	9	2	6	85	4
ENSG00000179598	298	661	806	1144	343	1640
ENSG00000179603	221	2	10	1	0	4
ENSG00000179604	8208	11736	29921	8834	813	6461
ENSG00000179615	0	0	0	0	0	0
ENSG00000179626	0	0	0	0	0	0
ENSG00000179627	1306	383	1209	3087	156	2314
ENSG00000179630	78	1246	1046	1105	235	708
ENSG00000179632	8506	14169	33095	36482	8039	43580
ENSG00000179636	49	0	0	0	15	0
ENSG00000179639	0	0	0	0	3424	0
ENSG00000179673	94	0	6	0	6	20
ENSG00000179674	0	0	0	0	0	6
ENSG00000179695	0	0	0	0	2	0
ENSG00000179698	222	78	56	78	369	292
ENSG00000179709	0	0	0	0	0	0
ENSG00000179715	126	53	170	42	3623	582
ENSG00000179750	202	3859	10785	4985	204	4428
ENSG00000179751	0	0	0	0	0	0
ENSG00000179755	0	0	0	0	0	0
ENSG00000179761	5754	6	0	117	62	116
ENSG00000179772	2	0	0	2	0	187
ENSG00000179774	23	0	0	41	2	6
ENSG00000179776	3	116	253	1	12	649700
ENSG00000179796	7331	0	0	0	0	0
ENSG00000179813	0	0	0	1	0	0
ENSG00000179817	0	0	7	0	0	0
ENSG00000179820	2691	44438	128335	45366	27020	41994
ENSG00000179826	3	1	0	9	0	0
ENSG00000179832	3696	4292	15283	11047	4622	19460
ENSG00000179833	2845	4891	17871	24733	10898	4765
ENSG00000179837	15054	15736	37841	26062	6157	26829
ENSG00000179840	0	0	0	0	423	0
ENSG00000179841	170	18	24	8	355	12
ENSG00000179846	172	41	22	71	145	46
ENSG00000179855	26	46	630	56484	222	1790
ENSG00000179862	393	1814	8674	321	517	975
ENSG00000179869	53	18	15	132	1099	46
ENSG00000179873	10	0	0	0	0	0
ENSG00000179886	1731	2070	4623	4944	287	3398
ENSG00000179889	5110	6326	16139	131648	4634	28321
ENSG00000179902	69	0	0	5	11	0
ENSG00000179909	3231	658	378	4848	821	1232
ENSG00000179912	11317	15670	19976	27200	11338	16224
ENSG00000179913	0	2	9	6	0	6
ENSG00000179914	1	0	0	0	24	42
ENSG00000179915	24966	0	2	19	2	2
ENSG00000179918	2464	6786	7225	33427	1924	10178
ENSG00000179919	0	0	0	0	0	0
ENSG00000179921	15	18	53	41	1117	54
ENSG00000179922	1114	855	2715	1806	576	1952
ENSG00000179930	5	4	42	23	4	0
ENSG00000179933	3016	6423	14160	13986	681	18944
ENSG00000179934	0	0	0	2	17	0
ENSG00000179938	52	39	20	25	84	68
ENSG00000179941	2505	2555	1492	4939	117	2388
ENSG00000179943	3313	2564	5533	5598	346	3307
ENSG00000179950	24010	20341	66724	53362	5620	46036
ENSG00000179954	161	4985	4698	6962	28	298
ENSG00000179958	2146	2522	14656	10886	414	15990
ENSG00000179965	1510	1051	3243	3368	28	6488
ENSG00000179979	2245	1990	2559	4429	2543	4899
ENSG00000179981	10771	8521	14255	27761	4265	3709
ENSG00000179988	658	565	759	831	2104	718
ENSG00000180008	5747	2903	4033	9985	2126	5539
ENSG00000180011	6932	5838	10250	33982	1483	6580
ENSG00000180016	0	0	2	0	0	8
ENSG00000180035	3345	2156	3034	1964	687	9108
ENSG00000180043	0	0	7	1	0	0
ENSG00000180044	4	43	23	16	6	20
ENSG00000180053	0	0	17	0	0	0
ENSG00000180061	3	0	0	1	232	1
ENSG00000180066	0	1	0	76	68	0
ENSG00000180071	117	33	102	4	274	143
ENSG00000180081	0	2	0	0	0	0
ENSG00000180083	0	0	0	0	0	0
ENSG00000180089	436	426	700	1042	712	1502
ENSG00000180090	4	4	0	0	2	0
ENSG00000180096	84	342	896	1477	6171	28
ENSG00000180098	1207	2323	5098	3904	1175	9363
ENSG00000180104	9591	8960	16803	17698	7914	14155
ENSG00000180113	61	9	4	151	130	24
ENSG00000180116	21	1	0	1	9	0
ENSG00000180138	12	10	4	12	3	4
ENSG00000180155	2096	262	4649	5947	408	1052
ENSG00000180176	20	4	5	4	3	0
ENSG00000180182	15392	9022	15894	26698	5637	23796
ENSG00000180185	2178	3675	6578	11591	245	10454
ENSG00000180190	1267	888	1215	5562	33	1784
ENSG00000180198	4489	8612	20662	9614	1734	17144
ENSG00000180205	0	0	0	0	0	0
ENSG00000180209	1	3	9	10	19	6
ENSG00000180210	4	2	0	0	2	14
ENSG00000180219	0	0	0	0	0	0
ENSG00000180228	4655	4027	8067	10806	2239	6323
ENSG00000180233	929	300	788	5541	2197	917
ENSG00000180245	32	19	13	49	14	36
ENSG00000180251	105	3	0	0	0	7
ENSG00000180257	988	470	532	1147	547	923
ENSG00000180259	0	0	0	0	0	0
ENSG00000180263	1746	938	3167	1541	1678	10835
ENSG00000180264	0	0	0	3	0	0
ENSG00000180269	47	0	0	0	0	0
ENSG00000180279	16	14	9	4	3	12
ENSG00000180287	2981	323	268	22	0	0
ENSG00000180305	0	0	0	2	0	0
ENSG00000180316	17	2	10	5	117	11
ENSG00000180318	0	45	32	6290	0	900
ENSG00000180329	1890	2073	2797	8711	1025	1525
ENSG00000180332	3	6	44	0	30	4
ENSG00000180336	74	79	66	44	249	72
ENSG00000180340	5292	10946	14544	2189	151	6241
ENSG00000180346	426	1065	602	1147	119	194
ENSG00000180347	1	0	0	3	0	0
ENSG00000180353	12	806	4884	21	23091	18300
ENSG00000180354	7623	1257	2540	41524	3018	3825
ENSG00000180357	16378	13683	24560	29482	8540	30238
ENSG00000180370	20254	18583	34779	44249	13639	20713
ENSG00000180376	1649	1229	1752	1232	2277	1834
ENSG00000180383	1	0	0	2	0	0
ENSG00000180386	0	0	0	0	0	0
ENSG00000180389	36	57	294	181	47	37
ENSG00000180398	8493	24042	53124	26125	3745	46321
ENSG00000180423	438	438	524	1489	601	941
ENSG00000180424	0	0	0	2	0	0
ENSG00000180425	538	299	191	3238	201	1735
ENSG00000180432	4	0	0	2	2	0
ENSG00000180433	0	0	0	0	6	0
ENSG00000180438	5	40	12	8	2	0
ENSG00000180440	8	0	0	0	0	20
ENSG00000180447	3405	1174	5127	8793	25	38
ENSG00000180448	211	216	1084	6877	47461	3994
ENSG00000180458	153	77	113	16	17	68
ENSG00000180475	0	0	0	0	0	0
ENSG00000180479	570	178	114	914	587	178
ENSG00000180481	105	53	17	93	7	22
ENSG00000180483	0	0	0	0	0	0
ENSG00000180488	1582	1760	2369	5846	1359	2322
ENSG00000180509	105	46	79	533	542	43
ENSG00000180525	104	23	0	33	0	24
ENSG00000180530	8836	4365	3086	14970	5785	3732
ENSG00000180532	1	18	4	0	0	2
ENSG00000180535	5	5	55	1	41	120
ENSG00000180537	648	298	290	5426	8	258
ENSG00000180539	32	2	2	0	188	2
ENSG00000180543	1430	7418	7284	7534	371	8555
ENSG00000180549	4	0	0	0	226	0
ENSG00000180573	697	1138	1085	3604	1163	1906
ENSG00000180574	1498	1857	3078	6337	2092	760
ENSG00000180592	538	131	197	276	10	113
ENSG00000180596	59	110	785	88	49	2186
ENSG00000180611	1475	816	5461	1928	73	4372
ENSG00000180613	1370	13	4	0	0	2
ENSG00000180616	71	6	2	11	0	19
ENSG00000180626	1579	840	385	597	78	537
ENSG00000180628	1586	7063	8170	10588	7583	6820
ENSG00000180638	19	0	0	2	15	0
ENSG00000180644	1	0	2	0	25227	0
ENSG00000180658	0	27	48	70	117	18
ENSG00000180660	36	2050	4391	0	4	22
ENSG00000180667	1434	826	1322	3449	3789	1338
ENSG00000180694	2508	1491	3638	21669	782	7234
ENSG00000180697	1	0	0	0	7	0
ENSG00000180708	0	0	0	0	0	0
ENSG00000180720	439	8	12	93	193	24
ENSG00000180730	2	23	22	94	4	890
ENSG00000180739	12	0	99	16	8102	0
ENSG00000180745	0	0	0	0	0	22
ENSG00000180758	193	923	1446	1645	419	1282
ENSG00000180767	0	0	0	0	434	14
ENSG00000180772	0	0	0	0	0	0
ENSG00000180773	2403	1229	2096	4312	1451	1767
ENSG00000180776	1736	1664	2295	4777	3627	6063
ENSG00000180777	0	14	4	269	0	0
ENSG00000180785	0	0	0	0	0	0
ENSG00000180787	2874	1204	912	1411	305	1885
ENSG00000180801	1119	12237	14453	702	27	12979
ENSG00000180806	0	574	2473	5872	0	150
ENSG00000180815	274	76	71	15	207	21
ENSG00000180817	3390	8274	9224	14334	2480	11488
ENSG00000180818	0	4327	21294	11787	0	39
ENSG00000180822	2393	1731	5484	2702	1011	8060
ENSG00000180828	0	0	0	0	0	0
ENSG00000180834	1687	302	1353	1862	131	1202
ENSG00000180846	19	4	0	0	282	0
ENSG00000180855	672	93	196	388	106	329
ENSG00000180861	0	3	0	0	0	2
ENSG00000180869	0	0	0	0	0	2
ENSG00000180871	0	0	0	2	1182	0
ENSG00000180872	0	0	0	0	0	0
ENSG00000180875	4	874	4466	10	60	2
ENSG00000180878	22	0	0	0	17	0
ENSG00000180879	4644	7020	30593	32046	5686	84598
ENSG00000180881	683	192	342	840	161	159
ENSG00000180884	752	273	726	2069	975	8633
ENSG00000180891	7912	4919	8661	9783	614	4485
ENSG00000180900	27435	15379	49145	25530	3512	25700
ENSG00000180901	7434	4389	10593	26455	3340	17125
ENSG00000180902	3891	5537	6304	8830	4308	19394
ENSG00000180909	0	2	0	0	0	0
ENSG00000180913	0	0	0	0	0	0
ENSG00000180914	107	764	1637	63	43	98
ENSG00000180917	2515	2878	2180	8993	1417	8233
ENSG00000180919	1	0	0	0	6	0
ENSG00000180921	89	4876	7288	15799	590	21
ENSG00000180929	36	24	11	18	4	13
ENSG00000180934	0	0	0	0	0	0
ENSG00000180938	295	144	65	547	22	95
ENSG00000180953	329	466	678	1695	254	878
ENSG00000180957	4331	5476	10384	11141	1671	9090
ENSG00000180964	3096	4821	7035	22563	522	5068
ENSG00000180974	0	0	0	0	0	0
ENSG00000180979	1263	1241	3191	4542	1269	3492
ENSG00000180988	0	0	0	0	0	1
ENSG00000180998	2153	78	531	534	11	1176
ENSG00000180999	3	1	2	1	4	0
ENSG00000181001	0	0	0	0	2	0
ENSG00000181004	653	790	429	2904	58	599
ENSG00000181007	1067	461	451	1095	382	818
ENSG00000181009	0	0	0	0	2	0
ENSG00000181013	0	0	0	0	4	0
ENSG00000181016	45	60	55	116	66	105
ENSG00000181019	1678	18246	52049	470760	120	48729
ENSG00000181023	0	0	0	0	54	0
ENSG00000181026	4952	10056	25149	9679	3134	19512
ENSG00000181027	3343	4428	10301	4638	1381	10329
ENSG00000181029	2316	5708	23822	14115	1967	20138
ENSG00000181031	114	179	365	46	100	1794
ENSG00000181035	1257	1016	2744	2505	1857	3009
ENSG00000181036	0	0	0	0	3811	54
ENSG00000181038	1038	2198	4590	8281	906	3649
ENSG00000181039	299	2477	6360	1587	150	309
ENSG00000181045	4025	1988	2459	8066	1557	13390
ENSG00000181061	8692	6192	9794	25785	1488	10303
ENSG00000181072	1	38	1673	4	0	5
ENSG00000181074	0	0	1	0	90	15
ENSG00000181085	197	60	59	78	19	66
ENSG00000181090	14333	9197	24343	17216	7107	34142
ENSG00000181092	0	0	0	0	0	0
ENSG00000181104	23089	13145	21599	19417	2601	451751
ENSG00000181135	954	1163	2936	2512	1174	2408
ENSG00000181143	2	2	12	9	76	0
ENSG00000181163	17538	63783	58241	62864	11533	67962
ENSG00000181191	7666	2776	3850	7499	960	3428
ENSG00000181192	8681	3515	6019	12856	1502	8563
ENSG00000181195	32	646	620	3	3	0
ENSG00000181215	0	0	0	0	79	0
ENSG00000181218	618	753	712	3890	135	1596
ENSG00000181220	4214	4572	10107	14206	4873	9126
ENSG00000181222	57054	74480	168383	145165	23658	48226
ENSG00000181234	2105	21	4	0	6	0
ENSG00000181240	61	9	4	37	1	48
ENSG00000181264	1479	1404	1526	2737	0	3680
ENSG00000181273	0	0	0	0	0	0
ENSG00000181274	840	510	1229	6239	1331	2623
ENSG00000181284	202	351	1035	4951	563	2563
ENSG00000181291	80	2	8	0	15	6
ENSG00000181315	1541	857	500	2705	99	871
ENSG00000181322	80	5	0	9	268	15
ENSG00000181323	12	2	4	0	1	0
ENSG00000181333	0	7	10	3	1	2
ENSG00000181350	6536	1488	307	1464	3102	2658
ENSG00000181355	2	0	0	41	0	1
ENSG00000181371	0	0	0	0	0	0
ENSG00000181374	0	2	0	1	0	0
ENSG00000181378	74	3	2	25	8	10
ENSG00000181381	1226	1191	1667	6550	6827	9995
ENSG00000181392	38	59	69	48	60	189
ENSG00000181396	3438	4060	9950	7893	1153	8790
ENSG00000181408	0	0	0	0	10	0
ENSG00000181409	402	108	142	4076	1168	381
ENSG00000181418	284	19	45	63	40	49
ENSG00000181433	0	2	0	0	0	2
ENSG00000181444	200	102	461	45	3016	2002
ENSG00000181449	42448	4	110	9	0	117
ENSG00000181450	1768	341	600	542	338	803
ENSG00000181458	511	1404	4101	1096	11	2075
ENSG00000181464	0	0	0	5	0	0
ENSG00000181467	3919	4934	12611	41357	6340	14571
ENSG00000181472	2598	5063	6796	3935	2585	7115
ENSG00000181481	412	2522	3427	6332	1843	4946
ENSG00000181495	6	233	1677	2	19	9
ENSG00000181499	0	0	0	0	0	0
ENSG00000181513	736	1335	1615	4028	666	1860
ENSG00000181518	0	0	0	0	0	0
ENSG00000181523	5930	9043	20453	26730	9159	55313
ENSG00000181541	61	4	2	0	57	6
ENSG00000181544	312	271	1092	697	88	437
ENSG00000181552	0	0	0	0	0	0
ENSG00000181555	15430	9156	12571	7145	14177	20855
ENSG00000181562	2	0	0	0	0	0
ENSG00000181577	57	23	69	16	9	8
ENSG00000181585	43	6	0	7	27	56
ENSG00000181588	3367	5121	15552	5678	80	20433
ENSG00000181609	1	0	0	0	0	0
ENSG00000181616	10	4	7	0	20	50
ENSG00000181617	0	0	0	2	0	0
ENSG00000181619	740	502	926	1284	178	626
ENSG00000181625	1811	3009	7929	6738	1575	9139
ENSG00000181626	0	0	0	2	1	0
ENSG00000181631	2	0	0	2	1372	0
ENSG00000181634	0	2	2	2	15	3812
ENSG00000181638	4146	7804	9093	8084	1463	3614
ENSG00000181649	196	6826	44672	29271	113	5027
ENSG00000181656	187	4	2	0	12	43
ENSG00000181666	3298	2507	3246	6243	2539	7513
ENSG00000181689	0	0	0	0	0	0
ENSG00000181690	104	3410	3648	3304	699	2452
ENSG00000181693	0	0	0	0	0	0
ENSG00000181698	0	0	0	0	0	0
ENSG00000181704	8314	3328	4452	16575	722	11129
ENSG00000181718	0	0	0	0	0	0
ENSG00000181722	4530	2276	3714	1487	2429	1779
ENSG00000181733	0	0	0	0	2	0
ENSG00000181744	4585	4010	9512	5542	1875	12039
ENSG00000181751	3606	1227	4147	9318	192	1871
ENSG00000181752	0	0	0	0	0	0
ENSG00000181754	3068	175	638	1024	1263	606
ENSG00000181761	0	0	0	0	0	0
ENSG00000181767	0	0	0	0	0	0
ENSG00000181773	554	507	3107	1291	163	780
ENSG00000181778	0	0	0	0	3	0
ENSG00000181781	3	24	35	60	2	19
ENSG00000181784	469	703	1764	5026	409	8049
ENSG00000181785	0	0	0	0	0	0
ENSG00000181786	0	0	0	0	0	0
ENSG00000181788	2511	5257	9462	7049	4523	9154
ENSG00000181789	18694	29792	133426	101848	6028	68113
ENSG00000181790	68416	142	67	197	260	54
ENSG00000181800	116	20	0	0	4641	0
ENSG00000181803	0	0	0	1	0	0
ENSG00000181804	690	890	704	1781	1621	931
ENSG00000181817	2208	3901	8278	9475	1217	11381
ENSG00000181826	1976	735	3435	1673	1262	5383
ENSG00000181827	11247	4903	9509	14715	5345	7527
ENSG00000181830	4280	7813	20812	19563	948	4092
ENSG00000181847	18	3	4	2	1754	0
ENSG00000181852	5867	14938	10787	13571	2721	58538
ENSG00000181856	32	25	51	137	2	97
ENSG00000181867	0	0	0	0	0	0
ENSG00000181873	1528	1446	2531	1936	1302	5115
ENSG00000181877	6	1159	2200	0	1252	0
ENSG00000181885	1	298	287	84	52	4361
ENSG00000181894	1478	1344	1890	3259	852	1905
ENSG00000181896	367	356	730	950	2394	548
ENSG00000181903	0	0	0	0	0	0
ENSG00000181904	9332	7577	10344	28109	2862	15365
ENSG00000181908	8	2	0	2	37	0
ENSG00000181915	5649	3946	6642	15813	1101	5473
ENSG00000181924	2191	5337	16599	9781	600	18212
ENSG00000181927	0	0	0	0	0	0
ENSG00000181929	5651	9293	15248	26276	1998	14803
ENSG00000181935	0	0	0	0	0	0
ENSG00000181938	1235	1068	4323	3113	88	6755
ENSG00000181939	0	0	0	0	0	0
ENSG00000181958	0	0	0	0	0	0
ENSG00000181961	0	0	0	0	0	0
ENSG00000181963	0	0	0	2	4	0
ENSG00000181965	0	0	0	2	0	0
ENSG00000181982	2197	1097	2788	4198	816	2093
ENSG00000182004	2466	3393	10240	6601	1065	8957
ENSG00000182010	2289	290	469	1817	400	595
ENSG00000182013	5343	1739	3251	1978	8	76
ENSG00000182022	298	4793	5863	67	6513	20195
ENSG00000182035	0	0	1	0	0	4
ENSG00000182040	6	0	0	4	0	2
ENSG00000182050	88	0	0	0	0	0
ENSG00000182053	0	5	4	0	0	0
ENSG00000182054	11431	2723	14456	23945	4254	60555
ENSG00000182070	0	0	0	0	0	0
ENSG00000182077	0	0	0	268	2	2
ENSG00000182083	0	2	0	0	0	0
ENSG00000182087	19634	23767	57130	49032	18267	92381
ENSG00000182093	7799	3393	4997	14285	362	9670
ENSG00000182095	50676	52643	117153	40105	14701	21215
ENSG00000182103	9069	52	13	133	2	9
ENSG00000182107	2	181	510	12	355	113
ENSG00000182108	2557	4551	12581	18921	1139	18639
ENSG00000182111	3	0	0	5	2	0
ENSG00000182117	2709	8645	27245	19409	1481	37476
ENSG00000182118	14	562	2041	10916	141	5389
ENSG00000182132	3364	0	2	1	0	3
ENSG00000182134	1625	463	578	1466	356	1985
ENSG00000182141	2106	342	881	1022	1564	987
ENSG00000182149	10655	8582	14926	36113	13983	35008
ENSG00000182150	3854	2289	3235	4424	2107	2004
ENSG00000182156	0	0	0	1	4	0
ENSG00000182158	5471	35186	86810	61069	4923	45390
ENSG00000182162	0	1	0	0	19668	0
ENSG00000182168	902	10	2	532	0	553
ENSG00000182170	0	0	0	0	0	0
ENSG00000182173	1213	1181	3870	4484	4315	5466
ENSG00000182175	53598	281	1363	1609	113	16
ENSG00000182177	121	0	0	0	0	39
ENSG00000182179	792	1471	6174	15846	13007	28401
ENSG00000182183	15	0	0	25	1026	0
ENSG00000182185	658	573	1077	3587	358	1002
ENSG00000182187	0	0	0	0	0	0
ENSG00000182195	3520	5575	14428	15146	378	4342
ENSG00000182196	7301	15774	51762	42729	7192	31079
ENSG00000182197	5115	22036	49063	12911	2124	24130
ENSG00000182199	12009	53732	53753	52597	2189	63610
ENSG00000182208	1901	2590	5824	6231	2148	14100
ENSG00000182217	398	384	531	916	124	3391
ENSG00000182218	339	298	492	1149	15	1117
ENSG00000182220	9240	9300	22162	40085	9352	22912
ENSG00000182223	189	2	0	2	72	3
ENSG00000182224	1358	2928	3131	2789	1013	4758
ENSG00000182230	1	2	1	4	1298	0
ENSG00000182240	2347	2197	9514	127357	329	40902
ENSG00000182242	0	0	0	0	0	0
ENSG00000182247	469	3380	7862	5599	906	7159
